epoch,total_B_gen,total_B_adm,total_B_drop,total_N_gen,total_N_adm,total_N_drop,drop_ratio,P_q_max,P_q_mean,P_q_std,fairness_P,imbalance_B,lat_n,lat_mean_ns,lat_p50_ns,lat_p95_ns,lat_p99_ns,lat_p999_ns,lat_max_ns,reassignments,pred_risk_max,pcie_drop_pkts,P_q[0],B_q_gen[0],B_q_drop[0],K_q[0],P_q[1],B_q_gen[1],B_q_drop[1],K_q[1],P_q[2],B_q_gen[2],B_q_drop[2],K_q[2],P_q[3],B_q_gen[3],B_q_drop[3],K_q[3],P_q[4],B_q_gen[4],B_q_drop[4],K_q[4],P_q[5],B_q_gen[5],B_q_drop[5],K_q[5],P_q[6],B_q_gen[6],B_q_drop[6],K_q[6],P_q[7],B_q_gen[7],B_q_drop[7],K_q[7]
23,178961.0,178961.0,0.0,657,657,0,0.0,0.20078125,0.065997314453125,0.06488657967404014,0.5084858009201064,0.186720151317884,657,208734.1210672187,180916.8835684075,536234.0155312686,540561.0143786052,541142.8386601822,541146.0868791458,0,0.0823607229447165,0,0.068701171875,22136.0,0.0,75,0.11816406249999999,28944.0,0.0,74,0.002734375,21115.0,0.0,74,0.06020507812499999,18144.0,0.0,76,0.07680664062499999,34124.0,0.0,75,0.00043945312499999996,12322.0,0.0,64,0.000146484375,12959.0,0.0,48,0.20078125,29217.0,0.0,75
24,186030.0,186030.0,0.0,670,670,0,0.0,0.20693359375,0.06764526367187501,0.06706743796292272,0.5042892389074733,0.20449524270278907,670,216294.5660152334,187420.93396240065,551874.2240157027,554425.8213621532,555916.6689195826,556208.0126196004,0,0.10414386041092967,0,0.072265625,32747.0,0.0,77,0.121533203125,22951.0,0.0,77,0.000732421875,16669.0,0.0,73,0.06015625,14085.0,0.0,75,0.078466796875,38611.0,0.0,77,0.000927734375,13821.0,0.0,64,0.000146484375,19221.0,0.0,62,0.20693359375,27925.0,0.0,75
25,181866.0,181866.0,0.0,672,672,0,0.0,0.21425781249999998,0.06978759765625,0.0693714695539079,0.5029920796498478,0.19411544763727062,672,223952.65489194516,200016.25374939397,568708.368366861,572894.1754975971,574455.8389675042,574575.8926033552,0,0.11424910878760673,0,0.07734375,30233.0,0.0,73,0.12504882812499998,34894.0,0.0,75,0.001953125,16746.0,0.0,74,0.059326171875,16243.0,0.0,75,0.080078125,26779.0,0.0,77,0.00029296875,16187.0,0.0,65,0.0,11572.0,0.0,53,0.21425781249999998,29212.0,0.0,73
26,173832.0,173832.0,0.0,667,667,0,0.0,0.219287109375,0.07160644531249999,0.07124586494894711,0.5025241310805793,0.22255252197523956,667,231118.16242902278,202590.2789155346,587914.5119890051,589965.4063942629,590422.5918737111,590607.8151943178,0,0.13597177102791547,0,0.07465820312499999,20195.0,0.0,75,0.132177734375,35122.0,0.0,74,0.00244140625,17469.0,0.0,75,0.06005859374999999,15999.0,0.0,75,0.082958984375,27909.0,0.0,76,0.0005371093749999999,14593.0,0.0,62,0.000732421875,9548.0,0.0,48,0.219287109375,32997.0,0.0,76
27,173617.0,173617.0,0.0,679,679,0,0.0,0.22695312499999998,0.074188232421875,0.07369192543322087,0.5033561046951535,0.23237715776680767,679,242611.90157505128,208449.49524078704,604050.9666293466,608472.6891368638,609514.3514726725,609832.7064803748,0,0.1325409201740951,0,0.0787109375,28020.0,0.0,76,0.135302734375,26064.0,0.0,73,0.00146484375,16680.0,0.0,76,0.06318359375,19573.0,0.0,72,0.08642578124999999,32203.0,0.0,76,0.001171875,13621.0,0.0,58,0.00029296875,5204.0,0.0,48,0.22695312499999998,32252.0,0.0,75
28,185231.0,185231.0,0.0,685,685,0,0.0,0.233349609375,0.07621459960937499,0.07603889962718502,0.5011539941362837,0.1891563777121532,685,245114.43186106408,210773.93653469044,622079.356775423,625825.5029727259,627047.6090708093,627182.8855036097,0,0.13749056267576718,0,0.07705078124999999,18228.0,0.0,75,0.14208984375,29832.0,0.0,74,0.00244140625,23001.0,0.0,75,0.0642578125,18960.0,0.0,74,0.08950195312499999,33485.0,0.0,76,0.000732421875,20290.0,0.0,66,0.00029296875,8788.0,0.0,54,0.233349609375,32647.0,0.0,73
29,189153.0,189153.0,0.0,692,692,0,0.0,0.24482421875,0.0793701171875,0.07944997655581301,0.4994971703861763,0.20155839452718083,692,269141.19350712455,214247.3737803467,644435.372592252,650233.6885834966,651710.6864834222,651763.7790016951,0,0.18009498908586932,0,0.08046875,23243.0,0.0,73,0.144140625,28684.0,0.0,76,0.001171875,21383.0,0.0,77,0.070361328125,21118.0,0.0,75,0.0935546875,29340.0,0.0,73,0.000146484375,12976.0,0.0,53,0.00029296875,12017.0,0.0,47,0.24482421875,40392.0,0.0,71
30,187312.0,187312.0,0.0,691,691,0,0.0,0.25068359375,0.081512451171875,0.08118578844821212,0.5020077740925101,0.22150209276501154,691,264921.7073520809,216642.49357683118,666842.1291793654,670436.0362250297,670913.9743170796,671119.8140960899,0,0.1791292970818598,0,0.080810546875,19768.0,0.0,75,0.14765625,31109.0,0.0,75,0.001904296875,23993.0,0.0,70,0.070458984375,16484.0,0.0,76,0.098681640625,27514.0,0.0,74,0.0013671875,13096.0,0.0,59,0.0005371093749999999,13064.0,0.0,53,0.25068359375,42284.0,0.0,76
31,203201.0,203201.0,0.0,716,716,0,0.0,0.257275390625,0.08433227539062499,0.0833404712550568,0.5059149108037742,0.14673955836831443,716,266462.56468230067,222804.6599272663,685481.3502113118,689066.7885606862,690326.3865051366,690410.1531116406,0,0.1521337727754364,0,0.086474609375,25210.0,0.0,76,0.15190429687499998,27962.0,0.0,74,0.003076171875,22363.0,0.0,76,0.074169921875,25329.0,0.0,76,0.101025390625,30477.0,0.0,75,0.0005859375,19815.0,0.0,73,0.000146484375,14000.0,0.0,47,0.257275390625,38045.0,0.0,75
32,192084.0,192084.0,0.0,672,672,0,0.0,0.26098632812499994,0.08606567382812498,0.08452670600756655,0.5090205816426872,0.21495803919118628,672,272496.9903829834,234504.04322925443,699743.329209853,703075.9611148271,703610.0156859071,703774.6582764627,0,0.12642272204618799,0,0.08906249999999999,27772.0,0.0,78,0.153173828125,29187.0,0.0,76,0.003466796875,20713.0,0.0,76,0.07246093749999999,17593.0,0.0,74,0.10791015625,39324.0,0.0,75,0.000830078125,13678.0,0.0,63,0.0006347656249999999,11457.0,0.0,39,0.26098632812499994,32360.0,0.0,75
